CensusTract,State,County,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,Citizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment
41051003501,Oregon,Multnomah,3542,1816,1726,10.3,71.7,9.7,0.2,4.6,0.0,2781,45391.0,11565.0,32564.0,3364.0,16.9,19.5,47.5,18.1,19.2,8.0,7.2,53.0,6.4,12.6,5.8,14.9,7.3,25.2,2153,77.2,13.3,9.5,0.0,6.6
41051003502,Oregon,Multnomah,2184,1157,1027,3.6,82.2,4.7,0.0,5.4,0.0,1762,87609.0,13233.0,39442.0,4202.0,15.3,4.8,58.3,13.9,16.2,3.3,8.3,54.3,8.7,10.6,5.0,13.2,8.0,21.0,1356,81.0,12.4,6.6,0.0,5.0
41051003601,Oregon,Multnomah,4705,2328,2377,7.2,64.2,22.4,0.9,1.2,0.0,3750,62129.0,4498.0,32564.0,4901.0,15.4,4.1,53.3,14.8,16.6,5.4,9.9,56.5,8.9,7.8,1.8,19.3,5.8,26.0,2737,74.9,16.3,8.8,0.0,9.4
41051003602,Oregon,Multnomah,6520,2894,3626,7.7,62.6,20.5,0.3,1.5,0.1,5175,70755.0,6521.0,31988.0,3388.0,12.1,13.0,45.2,22.6,24.1,1.8,6.3,62.3,5.5,9.7,3.2,7.4,11.9,28.0,3539,87.7,9.2,3.2,0.0,7.5
41051003603,Oregon,Multnomah,1540,661,879,3.8,65.0,14.8,0.5,8.8,0.0,1236,66193.0,7915.0,36265.0,3892.0,7.9,15.4,46.5,9.2,30.6,9.2,4.5,58.1,14.2,8.3,0.0,13.3,6.1,34.5,905,74.4,15.0,10.6,0.0,8.4
41051003701,Oregon,Multnomah,4066,2031,2035,14.9,58.7,16.9,0.0,4.5,0.0,3169,46949.0,5807.0,27830.0,3446.0,17.3,28.4,50.3,17.1,18.8,6.3,7.5,64.6,8.3,16.5,0.9,7.1,2.6,23.6,2186,72.1,18.9,8.7,0.3,9.4
41051003702,Oregon,Multnomah,2728,1335,1393,2.9,79.4,12.7,0.0,1.1,0.3,2292,73173.0,10259.0,37402.0,4307.0,16.6,4.9,56.7,11.2,21.3,3.3,7.5,55.9,6.7,8.8,2.9,20.1,5.6,25.0,1622,80.9,12.5,6.2,0.3,8.9
41051003801,Oregon,Multnomah,2935,1352,1583,2.8,80.5,3.1,0.0,7.3,0.3,2308,46845.0,10871.0,26504.0,4051.0,16.4,15.5,52.3,14.4,21.7,3.9,7.7,68.1,4.3,9.7,5.5,8.2,4.2,20.8,1476,79.1,13.5,6.9,0.5,5.7
41051003802,Oregon,Multnomah,3439,1805,1634,14.2,74.2,2.5,0.0,4.5,1.1,2638,58618.0,11082.0,29379.0,3522.0,19.5,48.0,56.5,17.7,13.5,5.6,6.7,51.0,8.4,20.0,2.8,14.6,3.3,25.5,1979,87.0,7.5,5.5,0.0,8.7
41051003803,Oregon,Multnomah,4190,2262,1928,11.6,65.3,14.3,0.4,4.5,0.2,3258,57607.0,10411.0,28073.0,3298.0,17.8,26.5,47.3,16.2,21.9,5.7,8.9,47.6,7.8,24.1,2.8,12.9,4.7,25.0,2215,79.5,12.8,7.7,0.0,9.3
41051003901,Oregon,Multnomah,7634,4134,3500,11.9,60.2,17.8,0.0,8.4,0.0,5387,59533.0,4591.0,25471.0,2445.0,21.3,40.4,39.6,21.1,23.7,4.6,11.1,64.7,10.6,10.9,1.9,7.1,4.8,26.5,3775,82.3,10.2,7.5,0.0,9.3
41051003902,Oregon,Multnomah,3241,1551,1690,2.9,81.7,5.1,0.0,5.4,0.0,2471,66643.0,8268.0,32562.0,3228.0,6.4,2.4,57.7,12.2,17.0,6.0,7.2,59.0,10.0,12.6,3.4,9.3,5.6,27.5,1994,75.0,15.1,9.9,0.0,1.9
41051004001,Oregon,Multnomah,8486,3822,4664,21.1,45.4,21.9,0.8,1.6,4.0,4738,37658.0,4319.0,16534.0,2257.0,38.0,41.4,28.8,23.8,24.5,6.6,16.2,53.5,17.0,17.9,0.5,6.5,4.6,28.0,3531,82.8,8.4,8.8,0.0,17.7
41051004002,Oregon,Multnomah,6251,2900,3351,7.4,75.0,1.8,0.8,4.4,1.9,5375,57222.0,6275.0,23645.0,2662.0,26.2,5.0,45.0,16.3,26.9,5.6,6.1,48.0,9.0,5.8,21.4,7.8,8.1,20.6,3043,81.4,12.8,4.7,1.2,11.3
41051004101,Oregon,Multnomah,6619,3379,3240,15.5,66.3,4.2,1.6,3.8,2.2,4910,50495.0,13637.0,23746.0,2456.0,15.0,19.3,38.6,16.9,21.2,5.3,17.9,70.9,12.8,6.9,2.8,2.1,4.6,26.8,3247,81.8,15.4,2.9,0.0,10.9
41051004102,Oregon,Multnomah,5444,2501,2943,18.7,64.7,2.8,1.4,4.6,4.8,3995,47591.0,13266.0,25754.0,3891.0,24.0,39.6,43.6,11.5,24.9,5.4,14.5,61.0,18.1,9.1,2.3,2.4,7.0,28.4,2795,80.4,8.9,10.7,0.0,10.6
41051004200,Oregon,Multnomah,3353,1790,1563,13.7,72.7,4.9,0.3,2.3,0.0,2495,41641.0,6662.0,28322.0,4090.0,18.7,31.1,50.6,13.4,19.9,5.3,10.8,61.3,11.5,13.7,3.7,3.0,6.8,28.1,1893,80.9,11.8,6.7,0.6,6.2
41051004300,Oregon,Multnomah,1058,580,478,4.6,84.8,0.8,0.4,4.4,0.0,834,89063.0,15597.0,50574.0,6721.0,8.6,0.0,59.7,6.5,21.1,6.6,6.1,79.3,4.9,1.0,0.9,4.1,9.9,27.6,603,67.5,14.8,17.7,0.0,4.9
41051004500,Oregon,Multnomah,2188,1111,1077,7.1,84.2,0.0,0.0,2.3,0.0,1747,62639.0,16022.0,59729.0,11216.0,8.6,21.0,61.6,15.2,17.5,3.6,2.1,50.5,7.1,9.4,15.7,5.0,12.2,18.9,1352,82.2,5.0,12.7,0.0,1.5
41051004601,Oregon,Multnomah,3135,1530,1605,5.6,85.2,0.3,0.3,4.8,0.0,2662,111522.0,21363.0,82216.0,7942.0,3.8,0.0,75.1,3.2,17.6,1.9,2.2,55.8,7.4,6.9,7.9,5.7,16.4,21.2,1895,83.5,8.3,7.6,0.6,2.1
41051004602,Oregon,Multnomah,2006,950,1056,4.4,87.9,0.3,0.0,3.8,0.0,1417,132692.0,15922.0,96454.0,17153.0,6.9,4.2,72.0,8.6,17.0,1.1,1.3,62.8,9.0,3.1,9.0,2.4,13.7,17.0,900,71.9,12.2,15.9,0.0,7.6
41051004700,Oregon,Multnomah,4649,2235,2414,9.0,84.7,1.4,0.0,2.9,0.0,3855,70292.0,21440.0,67364.0,11447.0,8.8,0.0,65.7,14.5,18.7,0.8,0.3,48.4,3.4,19.3,9.8,12.4,6.7,20.4,3169,87.6,7.0,5.3,0.1,6.8
41051004800,Oregon,Multnomah,3160,1758,1402,6.2,81.3,1.0,0.1,2.5,0.0,2740,43833.0,18631.0,49726.0,9437.0,20.3,0.0,53.5,13.7,27.1,3.2,2.5,36.8,2.2,15.2,28.3,6.0,11.5,20.7,2092,86.7,7.8,5.5,0.0,5.4
41051004900,Oregon,Multnomah,3496,1568,1928,9.2,72.1,7.7,0.0,6.7,0.2,3108,35045.0,4343.0,39795.0,6642.0,28.8,50.0,57.7,14.5,21.4,3.1,3.3,45.7,1.4,18.7,23.7,7.8,2.7,22.9,2150,86.6,7.8,5.7,0.0,9.4
41051005000,Oregon,Multnomah,2908,1598,1310,4.6,84.8,0.3,0.0,8.7,0.0,2504,91699.0,11749.0,66668.0,7632.0,8.0,0.0,70.8,3.8,19.0,0.5,5.9,43.9,4.2,14.2,20.8,4.0,12.9,21.0,2118,84.0,11.3,4.6,0.0,7.2
41051005100,Oregon,Multnomah,7393,4449,2944,5.3,82.7,5.3,0.5,3.7,0.0,6768,50507.0,15042.0,59106.0,8821.0,23.0,12.2,66.9,12.7,17.9,0.0,2.4,35.1,1.9,18.4,23.8,10.5,10.4,23.9,3998,82.7,8.0,9.3,0.0,14.7
41051005200,Oregon,Multnomah,4501,2574,1927,7.0,78.2,4.2,0.5,6.7,0.0,4117,37331.0,5913.0,39400.0,4702.0,24.8,4.0,54.5,16.0,23.8,1.3,4.5,35.0,3.4,16.8,27.7,6.8,10.2,25.7,2865,82.4,12.5,5.1,0.0,6.5
41051005500,Oregon,Multnomah,2886,1448,1438,7.1,66.9,4.1,0.0,15.2,0.2,2351,22533.0,5057.0,56236.0,36477.0,38.8,20.6,41.1,23.0,31.2,1.3,3.5,32.7,2.6,24.3,26.3,10.1,4.0,21.5,1582,84.8,10.1,5.1,0.0,10.4
41051005600,Oregon,Multnomah,5280,2202,3078,9.0,68.0,3.7,0.3,12.1,1.4,4567,28868.0,4352.0,23584.0,3102.0,36.5,0.0,41.8,20.0,28.3,3.7,6.2,21.6,1.8,23.9,42.8,2.7,7.2,20.3,2630,72.4,20.6,7.0,0.0,19.5
41051005700,Oregon,Multnomah,3847,2210,1637,8.0,66.8,2.8,1.7,9.7,0.0,3100,58583.0,4061.0,47042.0,8513.0,14.1,0.0,68.0,6.9,19.1,0.8,5.2,29.2,3.5,15.5,41.1,1.9,8.8,18.2,2319,74.6,20.1,5.3,0.0,11.0
41051005800,Oregon,Multnomah,5474,2759,2715,3.7,79.9,4.2,0.0,9.5,0.0,4459,100332.0,27211.0,64921.0,7917.0,15.4,7.8,76.3,7.6,12.6,0.0,3.5,59.5,3.6,7.4,19.6,5.8,4.0,19.6,2834,75.9,15.5,8.5,0.0,7.7
41051005900,Oregon,Multnomah,7057,3120,3937,4.6,83.0,2.5,2.1,5.8,0.3,6278,82792.0,9890.0,58829.0,6870.0,13.4,26.9,67.5,11.1,16.8,2.0,2.5,53.1,8.2,19.0,7.6,5.6,6.6,25.3,4612,79.8,12.9,7.3,0.0,4.6
41051006001,Oregon,Multnomah,1426,762,664,3.2,84.0,2.5,0.0,6.1,0.0,1138,88277.0,10052.0,70261.0,19010.0,11.3,10.1,76.5,6.7,15.7,1.1,0.0,59.3,8.5,6.6,16.5,3.4,5.7,19.2,835,86.3,9.1,4.6,0.0,3.8
41051006002,Oregon,Multnomah,2241,1173,1068,2.9,82.6,4.6,0.0,6.3,0.0,1772,87663.0,7452.0,46853.0,4274.0,8.3,1.7,65.5,6.2,24.8,1.4,2.1,62.6,6.7,19.2,1.8,2.8,6.9,21.4,1154,79.5,14.6,5.8,0.0,5.9
41051006100,Oregon,Multnomah,2253,1119,1134,4.4,91.7,0.8,0.0,1.6,0.0,1801,96641.0,12196.0,53666.0,4789.0,6.7,5.6,67.3,12.5,15.7,2.2,2.3,65.9,7.6,7.7,4.4,4.7,9.8,20.1,1137,71.0,15.2,13.8,0.0,7.1
41051006200,Oregon,Multnomah,3037,1604,1433,2.3,88.0,1.5,0.4,2.0,0.3,2380,76970.0,13103.0,45066.0,7696.0,9.8,2.2,60.9,11.6,19.0,2.0,6.5,58.9,10.3,7.5,2.4,9.3,11.6,22.5,1597,79.4,11.9,8.7,0.0,11.0
41051006300,Oregon,Multnomah,5013,2230,2783,6.5,81.2,0.6,0.1,6.2,0.2,4052,90521.0,15822.0,57315.0,7362.0,10.5,4.2,61.0,10.1,19.4,3.5,6.1,60.1,8.2,4.0,16.3,2.6,8.8,18.6,2318,77.0,14.2,8.7,0.2,8.4
41051006402,Oregon,Multnomah,5883,2717,3166,2.8,88.2,0.0,0.0,3.0,0.0,4374,118924.0,11599.0,53838.0,6483.0,3.3,1.6,58.0,13.7,22.0,2.0,4.3,73.9,11.1,2.8,2.0,2.1,8.2,21.5,3261,81.3,12.9,5.3,0.5,5.6
41051006403,Oregon,Multnomah,4263,2049,2214,2.0,72.2,15.1,0.4,7.4,0.0,3009,64659.0,14131.0,30651.0,3218.0,13.9,25.4,34.5,26.4,28.0,2.9,8.3,68.6,7.2,16.5,1.0,1.7,4.9,23.1,2397,82.4,10.7,6.9,0.0,8.1
41051006404,Oregon,Multnomah,3342,1500,1842,2.9,81.2,1.4,0.3,10.1,0.0,2741,78092.0,14437.0,54031.0,6714.0,4.8,2.8,67.4,7.7,23.2,0.0,1.8,74.9,4.7,2.9,3.6,3.0,10.9,25.3,1814,76.6,13.2,10.3,0.0,7.6
41051006501,Oregon,Multnomah,6086,2874,3212,2.0,91.3,0.5,0.2,1.9,0.0,4718,91696.0,13739.0,45094.0,5313.0,8.8,13.2,56.4,12.3,19.5,4.4,7.4,73.1,7.6,6.7,1.4,1.2,10.0,25.6,3213,73.6,15.6,10.3,0.4,6.8
41051006502,Oregon,Multnomah,4483,2221,2262,4.8,85.4,0.0,0.2,4.4,0.0,3653,51801.0,8043.0,31740.0,3058.0,10.5,4.1,45.4,18.9,21.8,6.5,7.3,62.5,9.8,17.4,1.0,2.1,7.3,26.0,2811,80.5,12.9,6.5,0.0,7.4
41051006601,Oregon,Multnomah,2678,1180,1498,3.1,91.1,0.1,0.2,2.4,0.0,2192,95958.0,9033.0,42503.0,2875.0,6.9,8.2,64.8,11.1,14.0,4.4,5.7,71.9,7.6,5.3,1.4,2.6,11.2,27.2,1437,70.6,18.2,11.2,0.0,2.8
41051006602,Oregon,Multnomah,5457,2620,2837,5.4,89.9,0.4,0.2,0.8,1.0,4145,58942.0,10173.0,34608.0,6812.0,18.8,28.2,50.6,11.7,24.6,4.2,8.8,65.9,9.0,8.9,5.8,1.1,9.4,21.4,3201,76.5,12.7,10.8,0.0,7.1
41051006701,Oregon,Multnomah,3361,1665,1696,3.2,85.3,1.7,0.3,3.7,0.3,2522,76111.0,14608.0,36158.0,3599.0,6.3,3.6,61.5,15.8,17.0,3.1,2.5,70.9,5.5,8.0,0.5,3.2,11.8,24.8,1572,76.8,13.2,9.9,0.0,7.6
41051006702,Oregon,Multnomah,3354,1729,1625,7.8,80.3,3.5,0.5,1.4,0.0,2652,62353.0,8736.0,36153.0,6217.0,10.8,11.8,50.2,10.9,22.3,4.2,12.4,67.3,5.4,9.6,4.0,4.5,9.2,23.2,1715,78.1,13.4,8.5,0.0,13.4
41051006801,Oregon,Multnomah,2512,1131,1381,5.5,81.4,2.4,2.0,3.6,0.0,1821,73102.0,13865.0,50740.0,7301.0,12.9,1.6,62.4,16.2,14.3,1.9,5.2,76.0,1.7,3.6,4.8,1.2,12.7,19.3,1105,76.7,12.7,10.7,0.0,11.5
41051006802,Oregon,Multnomah,3482,1630,1852,4.8,87.3,1.3,0.0,3.0,0.0,2489,98026.0,15621.0,53021.0,6618.0,8.2,6.5,61.4,10.6,19.3,1.4,7.3,76.0,4.8,4.1,2.0,4.8,8.4,18.8,1706,74.2,13.9,11.9,0.0,6.7
41051006900,Oregon,Multnomah,2667,1300,1367,2.2,87.9,0.8,0.0,6.1,0.0,1872,166000.0,21527.0,85484.0,14714.0,4.5,4.6,75.1,4.6,17.1,1.6,1.6,73.5,6.3,2.1,2.9,1.6,13.5,21.7,1337,71.8,15.4,12.8,0.0,4.3
41051007000,Oregon,Multnomah,8233,3825,4408,3.1,74.9,1.1,0.0,13.1,0.2,5517,136364.0,28750.0,71726.0,8211.0,5.5,7.1,76.6,4.0,15.1,1.2,3.1,73.8,11.3,1.9,1.1,3.3,8.6,23.0,3965,82.5,9.2,8.3,0.0,4.9
41051007100,Oregon,Multnomah,2390,1261,1129,1.6,90.5,0.0,0.5,4.2,0.0,2005,90777.0,11573.0,61503.0,12939.0,7.6,2.8,71.7,5.4,9.1,11.9,1.9,70.0,5.2,3.8,0.9,2.4,17.7,29.5,1307,69.2,15.4,15.5,0.0,4.2
41051007201,Oregon,Multnomah,1902,920,982,6.2,87.1,0.9,0.0,1.6,0.0,1715,45299.0,9897.0,47329.0,15043.0,11.5,0.0,36.9,21.1,24.5,6.8,10.7,72.5,3.2,4.3,7.4,5.4,7.3,26.0,1061,69.1,15.7,15.2,0.0,6.4
41051007202,Oregon,Multnomah,3225,1512,1713,9.6,54.4,13.0,3.6,12.4,0.3,2449,58750.0,4281.0,25298.0,3579.0,10.6,14.0,30.8,26.1,24.0,8.7,10.4,63.2,13.9,9.4,0.5,4.7,8.2,24.3,1580,72.2,17.9,9.9,0.0,9.2
41051007300,Oregon,Multnomah,1535,1307,228,20.1,51.9,12.8,2.7,2.5,2.8,1217,35417.0,8847.0,8663.0,2565.0,34.1,28.4,22.5,7.2,14.3,37.5,18.6,37.8,1.7,7.3,29.7,14.7,8.7,23.8,307,81.4,3.6,15.0,0.0,14.0
41051007400,Oregon,Multnomah,4006,1778,2228,24.3,43.1,23.5,0.9,3.5,0.0,2407,36684.0,6471.0,17499.0,2327.0,43.0,63.0,39.0,24.8,17.3,6.8,12.2,61.1,5.2,12.8,3.5,12.6,4.8,28.1,1465,78.1,13.7,8.2,0.0,12.7
41051007500,Oregon,Multnomah,5684,2768,2916,18.0,59.6,13.0,0.2,6.2,0.0,3831,52699.0,7106.0,23788.0,3064.0,23.5,33.9,40.2,22.8,20.6,5.4,11.0,58.9,11.3,16.5,3.4,7.9,2.1,26.2,2968,74.2,14.0,11.7,0.0,10.7
41051007600,Oregon,Multnomah,3478,1711,1767,40.8,43.1,7.2,0.3,5.4,1.6,1968,40163.0,7680.0,21789.0,5440.0,31.3,65.0,28.6,23.2,18.0,8.1,22.1,60.2,25.6,9.4,0.0,3.4,1.4,23.9,1603,83.4,11.9,4.7,0.0,9.1
41051007700,Oregon,Multnomah,2239,1269,970,22.9,59.0,4.6,0.4,9.7,0.0,1461,46500.0,5407.0,20299.0,1971.0,14.3,18.0,27.3,12.4,29.7,9.4,21.2,73.6,6.6,10.4,1.0,2.6,5.7,26.0,1263,85.1,9.5,5.4,0.0,5.8
41051007800,Oregon,Multnomah,1921,940,981,15.8,63.2,9.7,0.4,7.7,0.7,1269,49000.0,9245.0,26285.0,2537.0,22.5,27.0,34.5,20.1,24.0,10.0,11.3,72.9,4.6,12.7,2.8,2.4,4.5,25.2,978,75.4,15.2,7.8,1.6,10.3
41051007900,Oregon,Multnomah,4367,2191,2176,10.9,58.9,9.8,0.1,11.9,0.0,3011,44595.0,6644.0,23387.0,2687.0,19.8,25.2,28.8,23.1,21.4,11.5,15.2,61.9,15.4,9.6,2.2,2.2,8.7,24.5,2310,76.4,13.2,10.3,0.0,14.5
41051008001,Oregon,Multnomah,3470,1732,1738,14.7,68.0,1.5,2.2,10.4,0.0,2721,47090.0,9700.0,22709.0,2431.0,15.0,15.6,23.7,21.7,32.8,7.6,14.2,69.2,9.0,13.7,0.0,0.0,8.1,23.8,1870,87.8,7.2,5.0,0.0,4.0
41051008002,Oregon,Multnomah,3264,1500,1764,5.7,68.4,5.3,1.4,12.1,4.8,2235,56897.0,7991.0,21867.0,2056.0,9.0,6.6,30.8,17.5,27.5,11.6,12.6,66.7,10.9,9.7,4.9,1.6,6.1,23.1,1648,85.9,7.2,6.9,0.0,6.8
41051008100,Oregon,Multnomah,7644,4021,3623,19.9,51.1,12.8,0.4,11.7,0.0,4925,32385.0,10454.0,18147.0,1705.0,27.7,32.4,24.0,28.7,25.5,8.9,12.9,48.6,12.5,20.1,6.4,5.4,7.0,25.5,3344,88.9,7.1,3.9,0.0,8.8
41051008201,Oregon,Multnomah,2900,1401,1499,9.7,67.8,0.9,0.0,17.7,1.1,2087,35134.0,7065.0,25051.0,4471.0,17.8,31.9,32.6,27.1,24.8,3.9,11.6,63.6,15.4,10.4,3.9,1.1,5.6,24.0,1139,81.0,13.6,4.7,0.7,6.5
41051008202,Oregon,Multnomah,9107,4419,4688,23.1,54.4,6.1,1.0,10.5,1.1,4896,36481.0,7320.0,17557.0,1944.0,32.4,56.5,24.8,28.8,22.6,11.4,12.5,50.8,15.3,18.1,5.8,3.4,6.6,32.1,4563,87.4,8.2,4.4,0.0,7.6
41051008301,Oregon,Multnomah,4317,2182,2135,7.6,38.1,17.5,0.4,33.3,0.2,2528,28656.0,5322.0,13487.0,1891.0,36.1,41.7,19.1,28.8,24.4,8.6,19.1,57.4,18.8,17.7,1.7,1.0,3.5,31.1,1604,81.6,9.0,9.4,0.0,15.4
41051008302,Oregon,Multnomah,4357,2375,1982,18.0,44.3,4.5,0.1,25.8,0.8,2476,33658.0,3885.0,16037.0,2150.0,30.2,34.8,24.1,32.1,24.4,8.7,10.7,56.9,17.2,15.2,2.5,3.1,5.0,31.3,1811,85.3,10.5,4.3,0.0,13.6
41051008400,Oregon,Multnomah,4520,2218,2302,20.6,57.4,5.8,0.1,14.7,0.0,2547,33889.0,7087.0,15866.0,1895.0,26.3,30.8,12.3,38.1,23.0,11.2,15.5,59.1,17.9,10.9,4.7,1.2,6.1,26.4,1964,85.1,9.0,5.2,0.7,12.0
41051008500,Oregon,Multnomah,4263,2097,2166,13.7,66.4,3.2,0.8,11.4,0.0,2742,42745.0,7447.0,18236.0,1779.0,26.5,39.9,27.2,23.5,20.1,6.2,23.1,70.6,11.0,11.2,1.7,1.6,3.9,28.9,1880,84.8,8.5,6.1,0.5,12.4
41051008600,Oregon,Multnomah,4195,2031,2164,30.2,58.4,1.9,0.0,3.9,0.0,2667,37881.0,7192.0,16578.0,1771.0,30.6,40.2,22.5,27.1,20.8,11.1,18.4,65.6,15.8,11.8,1.8,2.9,2.1,27.1,1877,85.5,11.3,2.5,0.7,16.0
41051008700,Oregon,Multnomah,4583,2314,2269,11.6,69.1,1.0,0.0,13.7,0.0,3327,55820.0,7755.0,24092.0,2374.0,18.1,25.5,37.8,17.7,27.7,7.6,9.2,69.6,7.0,12.2,0.0,6.4,4.8,26.8,2539,79.3,11.0,9.6,0.0,8.3
41051008800,Oregon,Multnomah,4630,2404,2226,11.9,75.6,1.8,0.3,5.7,2.2,3378,56125.0,11678.0,24503.0,3903.0,12.7,20.0,30.5,14.5,23.2,12.2,19.7,65.4,14.3,10.3,0.4,5.4,4.2,29.3,2292,85.1,6.7,7.5,0.7,13.5
41051008901,Oregon,Multnomah,9414,4864,4550,7.7,65.4,6.3,1.1,16.4,0.0,6368,68750.0,14592.0,28517.0,4020.0,12.6,13.6,34.3,18.3,22.6,10.2,14.6,78.7,10.9,4.0,0.5,0.7,5.3,29.4,4440,78.7,9.5,11.8,0.0,8.4
41051008902,Oregon,Multnomah,3833,2124,1709,12.3,70.2,1.5,1.1,8.8,0.0,2637,46250.0,7964.0,20898.0,2008.0,16.9,17.0,20.8,26.9,32.3,10.2,9.9,69.7,11.3,7.9,5.0,3.9,2.2,24.3,1954,86.4,8.1,5.5,0.0,5.9
41051009000,Oregon,Multnomah,10489,5109,5380,17.2,56.4,8.2,0.2,13.1,1.3,6035,37091.0,6635.0,15657.0,1889.0,31.4,40.5,16.8,37.4,21.0,5.8,19.1,58.8,19.7,12.0,1.3,0.7,7.5,28.1,4525,83.3,11.1,5.7,0.0,10.8
41051009101,Oregon,Multnomah,5927,2752,3175,18.4,53.8,5.9,2.0,11.5,6.2,3490,28843.0,7462.0,14609.0,1890.0,45.1,66.5,15.3,24.2,24.0,10.8,25.6,61.9,15.0,11.1,2.3,4.0,5.6,34.0,2162,79.1,9.3,9.8,1.8,21.0
41051009102,Oregon,Multnomah,6095,2789,3306,11.0,69.9,2.7,0.1,10.0,0.0,3664,45115.0,9987.0,19301.0,2586.0,24.7,36.5,14.6,19.9,30.7,8.9,25.9,70.5,16.4,7.0,0.0,1.9,4.2,30.9,2513,90.1,2.2,7.8,0.0,5.2
41051009201,Oregon,Multnomah,7948,3927,4021,7.3,66.1,4.8,2.2,10.6,1.4,4865,34748.0,3979.0,20028.0,4442.0,23.6,35.6,21.0,31.2,24.1,5.9,17.7,61.0,10.4,20.0,2.1,1.7,4.8,28.2,3550,80.7,10.8,8.5,0.0,11.2
41051009202,Oregon,Multnomah,5019,2570,2449,9.5,59.3,8.5,0.6,13.0,4.4,3216,48894.0,3782.0,22275.0,3015.0,16.7,25.9,17.8,26.1,20.3,11.0,24.8,72.8,8.6,11.9,4.1,0.7,1.9,27.4,2621,80.2,12.9,6.6,0.3,7.4
41051009301,Oregon,Multnomah,6929,3389,3540,32.7,54.7,7.5,0.6,1.3,0.0,3836,52083.0,10388.0,18834.0,2368.0,18.5,24.9,21.3,26.5,15.3,16.2,20.8,64.2,8.3,15.5,4.9,1.5,5.6,25.3,3012,91.9,4.2,3.9,0.0,8.0
41051009302,Oregon,Multnomah,4539,2304,2235,10.9,57.9,8.5,0.0,11.1,0.0,3185,47536.0,8239.0,28091.0,7950.0,15.7,22.4,31.4,26.9,21.6,7.5,12.6,76.5,8.7,5.1,0.8,2.9,6.1,22.8,2194,85.1,8.3,6.6,0.0,4.5
41051009400,Oregon,Multnomah,7237,3122,4115,15.1,67.0,5.3,0.5,4.5,2.3,5287,51649.0,8306.0,24064.0,2495.0,12.8,13.0,31.1,27.5,19.0,6.6,15.7,70.7,13.9,5.3,2.5,4.1,3.6,26.9,2767,82.3,12.8,4.9,0.0,7.0
41051009501,Oregon,Multnomah,4769,2450,2319,8.7,50.5,17.8,0.0,14.7,0.0,3259,42433.0,4827.0,22552.0,2454.0,25.6,42.7,22.7,17.9,25.2,8.9,25.3,71.0,14.3,8.2,0.0,0.5,5.9,26.7,1948,81.1,10.4,8.6,0.0,11.1
41051009502,Oregon,Multnomah,4313,2257,2056,17.4,51.1,16.6,0.2,6.3,3.5,2948,60149.0,10428.0,25926.0,3259.0,28.3,60.2,26.9,13.5,31.2,9.3,19.0,71.9,10.9,7.3,1.8,2.8,5.2,22.9,2042,81.3,14.6,4.1,0.0,9.5
41051009603,Oregon,Multnomah,3855,1925,1930,24.0,60.4,2.4,0.4,6.6,2.6,2432,54231.0,7800.0,20220.0,2888.0,13.8,24.7,27.6,16.3,22.5,11.9,21.8,72.1,14.6,5.9,0.3,1.7,5.3,27.1,1839,86.4,10.1,3.5,0.0,6.7
41051009604,Oregon,Multnomah,5406,2942,2464,28.7,49.9,12.8,1.0,1.9,3.1,2462,28726.0,5586.0,13640.0,1574.0,42.4,62.5,12.8,38.6,22.0,7.4,19.3,46.0,23.3,19.9,5.7,3.0,2.1,34.4,2062,86.4,8.8,4.8,0.0,16.5
41051009605,Oregon,Multnomah,5645,3052,2593,12.0,57.8,16.7,0.0,8.8,1.2,3790,35236.0,7170.0,19714.0,2727.0,25.4,32.4,25.1,26.6,25.5,11.0,11.8,57.8,15.0,13.4,3.1,0.0,10.7,28.2,2299,77.6,11.9,10.6,0.0,12.0
41051009606,Oregon,Multnomah,5579,2632,2947,36.4,40.4,6.8,0.0,10.5,2.0,2487,29300.0,5332.0,15257.0,2113.0,35.8,49.0,11.7,35.3,19.4,13.0,20.6,56.4,19.9,16.2,2.2,2.1,3.1,28.6,2684,87.4,7.7,5.0,0.0,7.7
41051009701,Oregon,Multnomah,5999,3031,2968,14.2,63.4,4.7,0.7,12.9,0.1,3702,38846.0,9450.0,17196.0,2268.0,33.0,46.1,20.9,28.3,20.6,10.3,19.9,70.6,10.1,9.3,0.0,2.5,7.5,29.5,2368,83.4,8.6,7.7,0.3,19.9
41051009702,Oregon,Multnomah,8397,4320,4077,17.6,55.8,8.5,1.5,10.5,1.0,4995,40399.0,7374.0,14983.0,2201.0,31.3,41.2,22.4,24.3,25.9,8.1,19.3,61.7,18.4,13.2,0.5,4.7,1.5,32.9,3331,79.6,15.4,4.7,0.3,12.5
41051009801,Oregon,Multnomah,4416,2117,2299,34.5,48.6,8.1,0.0,0.1,3.5,2109,24479.0,6283.0,12264.0,2313.0,45.5,55.5,19.9,29.9,19.1,12.2,18.9,69.7,9.9,15.8,3.0,0.0,1.5,31.7,1474,86.2,5.8,7.9,0.0,19.5
